Ign,Team,ACS,Matches,Rnd,K_D,KAST,ADR,KPR,APR,FKPR,FDPR,HSPercent,CLPercent,KMax,K,D,A,FK,FD,Kill_Participation
Yurii,Case Esports,0.5483870967741936,22,471,0.6250000000000001,0.7000000000000002,0.5878564857405706,0.5833333333333334,0.35416666666666663,0.380952380952381,0.32,0.42105263157894746,0.19148936170212766,22,349,326,119,45,39,0.5879192199716244
BennY,CGN Esports,0.5419354838709677,14,275,0.40624999999999994,0.4333333333333331,0.5896964121435144,0.4833333333333335,0.41666666666666663,0.47619047619047616,0.76,0.5,0.06382978723404255,20,186,216,77,32,52,0.5338733304610083
ceNder,Team Vitality,0.5419354838709677,14,297,0.6354166666666669,0.6666666666666665,0.6099356025758973,0.5166666666666667,0.5208333333333333,0.380952380952381,0.44,0.6842105263157895,0.5106382978723405,24,207,191,97,31,33,0.6313370673560247
Eso177,UCAM Tokiers,0.5419354838709677,14,308,0.5312500000000001,0.3999999999999999,0.6117755289788409,0.5166666666666667,0.3125,0.3333333333333333,0.24,0.5526315789473685,0.3404255319148936,21,216,220,72,28,19,0.5029851664922754
Leosen,Ovation eSports,0.535483870967742,14,290,0.4166666666666667,0.4333333333333331,0.596136154553818,0.4833333333333335,0.33333333333333326,0.47619047619047616,0.52,0.5526315789473685,0.12765957446808512,34,196,226,70,35,39,0.4771367870567086
hatex,Galakticos,0.535483870967742,18,390,0.5625000000000001,0.6333333333333333,0.6218951241950323,0.5666666666666668,0.33333333333333326,0.23809523809523814,0.24,0.5263157894736842,0.10638297872340426,26,283,280,95,28,25,0.5525337222019687
RieNs,Surreal Esports,0.535483870967742,23,507,0.6145833333333334,0.7000000000000002,0.6080956761729532,0.5333333333333333,0.4374999999999999,0.3333333333333333,0.32,0.6842105263157895,0.2765957446808511,24,359,340,148,47,43,0.5971563981042655
denzo,SPARX ESPORTS,0.529032258064516,14,286,0.3958333333333333,0.13333333333333308,0.5427782888684454,0.4999999999999999,0.08333333333333329,0.6190476190476191,0.88,0.5526315789473685,0.3404255319148936,26,197,233,35,43,64,0.3233354323401717
JESMUND,KOVA Esports,0.529032258064516,16,343,0.5937500000000001,0.5333333333333332,0.6310947562097518,0.5333333333333333,0.3125,0.19047619047619047,0.4,0.6052631578947368,0.21276595744680848,22,242,233,80,21,33,0.5083663797272465
Bia,Team Lixa,0.529032258064516,21,446,0.5312500000000001,0.5333333333333332,0.5584176632934683,0.5499999999999999,0.10416666666666666,0.47619047619047616,0.28,0.5789473684210528,0.25531914893617025,26,323,331,60,53,32,0.39230229740930456
roxie,Wave Esports,0.5225806451612903,20,424,0.5937500000000001,0.5999999999999996,0.5860165593376265,0.5333333333333333,0.375,0.2857142857142857,0.4,0.8157894736842105,0.425531914893617,23,301,290,109,32,42,0.5492712152374138
Dext,Arctic Gaming,0.5225806451612903,12,275,0.5104166666666666,0.4666666666666668,0.5538178472861086,0.5333333333333333,0.27083333333333326,0.2857142857142857,0.36,0.6578947368421052,0.4042553191489362,20,194,203,58,23,24,0.4758638517880224
loWel,Team Heretics,0.5225806451612903,11,246,0.875,0.8333333333333335,0.5519779208831648,0.6,0.3125,0.23809523809523814,0.16,0.5789473684210528,0.23404255319148942,23,184,140,56,16,11,0.561784764767079
hastack,BISONS ECLUB,0.5225806451612903,11,232,0.5416666666666666,0.4333333333333331,0.5942962281508741,0.5166666666666667,0.2083333333333333,0.3333333333333333,0.36,0.39473684210526316,0.4042553191489362,27,162,163,41,22,22,0.41587677725118477
MOJJ,Futbolist,0.5225806451612903,19,395,0.6250000000000001,0.7000000000000002,0.6117755289788409,0.5333333333333333,0.35416666666666663,0.2857142857142857,0.32,0.6052631578947368,0.23404255319148942,21,280,262,100,33,33,0.5420841082248485
bucher,FOKUS,0.5161290322580646,22,463,0.7499999999999998,0.5999999999999996,0.5565777368905245,0.6,0.16666666666666666,0.23809523809523814,0.16,0.763157894736842,0.3404255319148936,27,346,290,74,31,20,0.4624691636043524
SH0UTy,Entropiq,0.5161290322580646,17,386,0.5729166666666666,0.6666666666666665,0.5712971481140754,0.5333333333333333,0.5,0.2857142857142857,0.32,0.4736842105263157,0.29787234042553196,26,275,269,125,31,31,0.6497556663310659
AKIMB0,who cars?,0.5161290322580646,16,344,0.5625000000000001,0.4666666666666668,0.5924563017479303,0.5166666666666667,0.35416666666666663,0.19047619047619047,0.16,0.39473684210526316,0.23404255319148942,24,241,239,85,22,13,0.5212719056541387
meisoN,BISONS ECLUB,0.5161290322580646,11,232,0.5104166666666666,0.5,0.5473781048758051,0.5333333333333333,0.3125,0.3333333333333333,0.48,0.6052631578947368,0.2765957446808511,23,164,171,53,22,28,0.5033910769733617
snikk,Anonymo Esports,0.5096774193548387,28,595,0.5208333333333334,0.5333333333333332,0.5400183992640295,0.5166666666666667,0.35416666666666663,0.3333333333333333,0.44,0.4736842105263157,0.425531914893617,28,414,427,148,56,67,0.5167230873392011
kAdavra,Team Vitality,0.5096774193548387,14,297,0.6458333333333334,0.7000000000000002,0.580496780128795,0.5666666666666668,0.375,0.3333333333333333,0.24,0.631578947368421,0.3404255319148936,24,217,199,76,27,19,0.57762458710326
KRAY,TENSTAR,0.5096774193548387,24,468,0.6458333333333334,0.5999999999999996,0.5887764489420424,0.5666666666666668,0.35416666666666663,0.2857142857142857,0.36,0.5789473684210528,0.3191489361702128,23,341,312,115,39,40,0.5599708348523514
Stix,AWARIA,0.503225806451613,28,588,0.6041666666666669,0.6333333333333333,0.5878564857405706,0.5166666666666667,0.41666666666666663,0.2857142857142857,0.28,0.5789473684210528,0.21276595744680848,25,414,396,165,47,41,0.5749588935100108
Extreme,Movistar Riders,0.503225806451613,12,247,0.46875000000000006,0.3666666666666667,0.5602575896964124,0.5166666666666667,0.1458333333333333,0.6666666666666666,0.36,0.39473684210526316,0.021276595744680854,23,172,186,38,39,23,0.37991442331676806
Epzz,Angry Titans,0.49677419354838703,19,394,0.5312500000000001,0.6333333333333333,0.5952161913523459,0.45000000000000007,0.5,0.19047619047619047,0.16,0.368421052631579,0.25531914893617025,30,262,266,128,22,17,0.5824331801669594
logaN,Team BDS,0.49677419354838703,23,515,0.5937500000000001,0.733333333333333,0.5786568537258512,0.5166666666666667,0.27083333333333326,0.380952380952381,0.32,0.631578947368421,0.2765957446808511,28,362,347,108,50,39,0.47043666313900523
MONSTEERR,Giants Gaming,0.49677419354838703,12,265,0.6250000000000001,0.5333333333333332,0.5942962281508741,0.4999999999999999,0.24999999999999997,0.14285714285714288,0.32,0.5,0.4893617021276595,22,184,172,53,12,20,0.4439238129303408
MARCTYLINHO,Sector One France,0.4903225806451613,23,521,0.6666666666666669,0.7000000000000002,0.5326586936522542,0.5166666666666667,0.5416666666666666,0.09523809523809523,0.16,0.368421052631579,0.21276595744680848,26,363,328,175,22,21,0.6444769901119795
iDex,Sector One France,0.4903225806451613,23,521,0.4583333333333333,0.5333333333333332,0.5538178472861086,0.4999999999999999,0.12499999999999997,0.5238095238095238,0.52,0.6578947368421052,0.2765957446808511,27,357,392,73,67,69,0.34385205265120844
fxy0,OG,0.4903225806451613,18,394,0.4583333333333333,0.6666666666666665,0.49310027598896045,0.43333333333333346,0.8749999999999999,0.23809523809523814,0.36,0.4736842105263157,0.08510638297872343,23,257,283,197,29,35,0.818004667163856
JN3v1cEEE,Fire Flux Esports,0.4903225806451613,21,434,0.6250000000000001,0.7000000000000002,0.5262189512419504,0.5333333333333333,0.3125,0.3333333333333333,0.36,0.4736842105263157,0.08510638297872343,21,306,287,98,37,39,0.4969096031624697
Jlerst,Surreal Esports,0.4903225806451613,24,528,0.6250000000000001,0.7666666666666666,0.5105795768169274,0.5333333333333333,0.6249999999999999,0.23809523809523814,0.24,0.6052631578947368,0.3617021276595745,27,376,350,203,39,32,0.7372361051271007
Masked,who cars?,0.4838709677419354,16,344,0.4999999999999999,0.3999999999999999,0.5354185832566698,0.4999999999999999,0.39583333333333337,0.380952380952381,0.48,0.6052631578947368,0.25531914893617025,31,239,251,93,35,40,0.5465667364708476
Barcode,Gamerland Outlaws (ex),0.4774193548387097,15,340,0.5729166666666666,0.5666666666666664,0.5151793928242872,0.4999999999999999,0.2291666666666666,0.4285714285714286,0.48,0.4473684210526315,0.3617021276595745,27,236,232,66,37,42,0.4350710900473934
skylen,Fire Flux Esports,0.4774193548387097,1,18,0.8645833333333333,1.0,0.5915363385464583,0.5499999999999999,0.9999999999999999,0.19047619047619047,0.0,0.42105263157894746,1.0,13,13,10,10,1,0,1.0
farewell,Team Lixa,0.4774193548387097,21,446,0.35416666666666674,0.4666666666666668,0.6053357865685376,0.41666666666666663,0.35416666666666663,0.3333333333333333,0.32,0.5789473684210528,0.10638297872340426,20,286,354,112,38,36,0.44107708328905704
10K,Dsyre,0.47096774193548396,14,311,0.4479166666666667,0.5333333333333332,0.5593376264949403,0.43333333333333346,0.6041666666666666,0.2857142857142857,0.36,0.5789473684210528,0.14893617021276595,22,203,225,114,25,27,0.6251352463388246
memset,MOUZ,0.47096774193548396,19,417,0.6250000000000001,0.6333333333333333,0.5409383624655015,0.5166666666666667,0.2291666666666666,0.2857142857142857,0.32,0.7105263157894737,0.23404255319148942,25,293,274,80,35,35,0.44413379249207263
AFoxx,Angry Titans,0.47096774193548396,19,394,0.6145833333333334,0.5666666666666664,0.5648574057037721,0.5666666666666668,0.04166666666666666,0.4285714285714286,0.32,0.8684210526315791,0.10638297872340426,28,286,271,41,44,33,0.3505424976543893
SoOn,CGN Esports,0.47096774193548396,14,275,0.4999999999999999,0.4333333333333331,0.517939282428703,0.4666666666666667,0.12499999999999997,0.5238095238095238,0.6,0.4473684210526315,0.23404255319148942,25,183,193,38,36,40,0.31238259370960797
re1sxd,Thunderbolts Gaming,0.47096774193548396,23,481,0.4999999999999999,0.5999999999999996,0.5298988040478381,0.4666666666666667,0.4374999999999999,0.2857142857142857,0.28,0.368421052631579,0.3404255319148936,30,324,342,139,40,35,0.5428855760609316
Amilwa,MOUZ,0.46451612903225803,19,417,0.6250000000000001,0.733333333333333,0.5298988040478381,0.4666666666666667,0.45833333333333326,0.09523809523809523,0.24,0.6842105263157895,0.21276595744680848,28,281,262,126,18,27,0.5623785331924035
ara,KTRL,0.46451612903225803,4,75,0.28125,0.10000000000000031,0.580496780128795,0.3666666666666666,0.33333333333333326,0.47619047619047616,1.0,0.42105263157894746,0.2631366860090264,18,46,62,18,9,19,0.3844549763033177
hasaa,Entropiq,0.46451612903225803,17,386,0.5625000000000001,0.5333333333333332,0.5216191352345907,0.5166666666666667,0.29166666666666663,0.23809523809523814,0.32,0.5263157894736842,0.21276595744680848,31,271,268,86,28,31,0.4882007710630355
PHYRN,KOI,0.46451612903225803,14,320,0.5937500000000001,0.6666666666666665,0.5409383624655015,0.4666666666666667,0.35416666666666663,0.09523809523809523,0.28,0.2894736842105263,0.2765957446808511,26,215,207,79,13,22,0.4793246445497631
Phatt,UCAM Tokiers,0.46451612903225803,14,308,0.4999999999999999,0.6666666666666665,0.4820607175712972,0.4999999999999999,0.6249999999999999,0.2857142857142857,0.28,0.5526315789473685,0.06382978723404255,21,211,222,117,24,23,0.6913276297162553
Bard0lf,Team Lixa ,0.46451612903225803,10,214,0.4895833333333332,0.5999999999999996,0.5225390984360627,0.45000000000000007,0.6458333333333333,0.09523809523809523,0.24,0.8684210526315791,0.2765957446808511,24,141,150,83,8,13,0.6649244806661646
Feeqn,Wave Esports,0.4580645161290323,20,424,0.5625000000000001,0.6333333333333333,0.5271389144434224,0.41666666666666663,0.47916666666666663,0.2857142857142857,0.28,0.42105263157894746,0.23404255319148942,25,271,268,130,36,28,0.5184878833944381
smz,SPARX ESPORTS,0.4580645161290323,14,286,0.3958333333333333,0.2999999999999998,0.5372585096596139,0.43333333333333346,0.1458333333333333,0.2857142857142857,0.4,0.5789473684210528,0.4042553191489362,20,187,221,44,23,29,0.31826467371491074
crazyd33R,Gamerland Outlaws,0.4580645161290323,15,340,0.4583333333333333,0.5999999999999996,0.5105795768169274,0.43333333333333346,0.375,0.3333333333333333,0.24,0.4473684210526315,0.17021276595744683,30,222,245,87,29,19,0.4649289099526067
Yuta,WYLDE,0.4580645161290323,14,292,0.35416666666666674,0.19999999999999996,0.49586016559337653,0.43333333333333346,0.04166666666666666,0.7619047619047619,0.8,0.763157894736842,0.44680851063829785,24,191,237,29,52,59,0.2395637213529832
GatsH,Rebels Gaming,0.4580645161290323,22,454,0.6250000000000001,0.733333333333333,0.5151793928242872,0.4999999999999999,0.375,0.2857142857142857,0.32,0.4473684210526315,0.23404255319148942,23,314,294,119,37,37,0.5300749525022445
mikigoalie,KTRL (si),0.4516129032258064,7,142,0.4270833333333333,0.3333333333333335,0.5059797608095677,0.45000000000000007,0.18749999999999997,0.2857142857142857,0.56,0.4736842105263157,0.25531914893617025,17,94,107,24,12,20,0.35204592483812835
jbzz,Mandatory,0.4516129032258064,14,312,0.28125,0.3999999999999999,0.5317387304507821,0.35,0.27083333333333326,0.380952380952381,0.64,0.18421052631578946,0.08510638297872343,23,187,253,65,31,50,0.31826467371491074
HyP,Mandatory,0.4516129032258064,14,312,0.4166666666666667,0.5999999999999996,0.45722171113155485,0.41666666666666663,0.7291666666666665,0.47619047619047616,0.44,0.2894736842105263,0.4042553191489362,29,200,231,133,37,35,0.6947685016405397
SouhcNi,Fire Flux Esports,0.4516129032258064,21,434,0.6041666666666669,0.7000000000000002,0.5271389144434224,0.4833333333333335,0.33333333333333326,0.3333333333333333,0.48,0.5789473684210528,0.5319148936170214,23,295,280,104,39,51,0.4802018040055037
Happen,Ovation eSports,0.44516129032258067,14,290,0.4479166666666667,0.3999999999999999,0.5298988040478381,0.41666666666666663,0.41666666666666663,0.23809523809523814,0.24,0.39473684210526316,0.17021276595744683,27,187,207,80,20,18,0.4821376041836901
matti,NOM eSports,0.44516129032258067,23,501,0.5520833333333334,0.6333333333333333,0.5280588776448945,0.43333333333333346,0.41666666666666663,0.23809523809523814,0.32,0.4473684210526315,0.46808510638297873,24,327,328,142,33,41,0.5045264920396174
Hitch,NOM eSports,0.44516129032258067,23,501,0.4479166666666667,0.6333333333333333,0.5455381784728612,0.3833333333333334,0.5208333333333333,0.23809523809523814,0.28,0.26315789473684215,0.3404255319148936,23,312,347,165,35,37,0.5276839685557794
Dawn,WYLDE,0.44516129032258067,14,292,0.4895833333333332,0.5666666666666664,0.5216191352345907,0.4833333333333335,0.39583333333333337,0.14285714285714288,0.16,0.7105263157894737,0.21276595744680848,24,198,211,78,14,13,0.5176913588262028
Newzera,WYLDE,0.44516129032258067,14,292,0.5208333333333334,0.5999999999999996,0.45722171113155485,0.45000000000000007,0.27083333333333326,0.14285714285714288,0.24,0.7894736842105262,0.12765957446808512,23,194,200,61,14,18,0.41339349477374554
l0udly,Arctic Gaming,0.44516129032258067,12,275,0.37499999999999994,0.5,0.5676172953081877,0.33333333333333326,0.6249999999999999,0.19047619047619047,0.48,0.4473684210526315,0.12765957446808512,23,162,196,105,16,32,0.5549676863420939
Theia,Fenerbah̤e Esports,0.44516129032258067,8,183,0.3125,0.2999999999999998,0.5538178472861086,0.3666666666666666,0.2083333333333333,0.47619047619047616,0.8,0.3421052631578947,0.4042553191489362,23,112,145,33,22,36,0.29601429570351956
Vbbooy,Valar Morghulis,0.432258064516129,14,314,0.35416666666666674,0.4333333333333331,0.47930082796688134,0.3666666666666666,0.45833333333333326,0.3333333333333333,0.4,0.3157894736842105,0.14893617021276595,21,193,238,95,27,32,0.47707308237993173
NRK,Valar Morghulis,0.432258064516129,14,314,0.40624999999999994,0.5333333333333332,0.5041398344066239,0.41666666666666663,0.3125,0.47619047619047616,0.56,0.5263157894736842,0.0,27,200,233,72,37,44,0.40317565731880356
M4CHINA,Tundra Esports,0.432258064516129,25,533,0.5312500000000001,0.5666666666666664,0.5087396504139836,0.43333333333333346,0.45833333333333326,0.23809523809523814,0.36,0.631578947368421,0.021276595744680854,22,349,357,161,36,46,0.5345758160461663
SEIDER,Alliance,0.432258064516129,23,483,0.6145833333333334,0.5999999999999996,0.48298068077276923,0.4833333333333335,0.5208333333333333,0.3333333333333333,0.36,0.763157894736842,0.38297872340425526,24,329,309,161,43,45,0.6181743251596953
Jakexd,Team Heretics,0.432258064516129,6,128,0.3854166666666666,0.3666666666666667,0.517939282428703,0.4,0.45833333333333326,0.5238095238095238,0.36,0.6578947368421052,0.2631366860090264,20,81,97,39,16,12,0.5065165876777252
RECIDENT,Team Finest,0.4258064516129033,19,411,0.5104166666666666,0.5999999999999996,0.5234590616375348,0.45000000000000007,0.39583333333333337,0.14285714285714288,0.24,0.8157894736842105,0.21276595744680848,25,272,284,110,22,25,0.49482824229425393
eXampL,Anorthosis Famagusta Esports,0.4258064516129033,21,432,0.4583333333333333,0.5666666666666664,0.5142594296228153,0.41666666666666663,0.5,0.19047619047619047,0.16,0.5526315789473685,0.29787234042553196,22,275,301,139,25,16,0.5367298578199052
thebigfiz,beGenius ESC,0.4258064516129033,18,383,0.4895833333333332,0.6333333333333333,0.46550137994480223,0.45000000000000007,0.35416666666666663,0.380952380952381,0.28,0.5789473684210528,0.23404255319148942,23,253,268,95,37,28,0.4646282157573657
Bati,H2O,0.4258064516129033,16,325,0.28125,0.4333333333333331,0.5492180312787489,0.28333333333333344,0.6458333333333333,0.23809523809523814,0.36,0.42105263157894746,0.08510638297872343,21,181,246,126,22,28,0.5168355814801314
Mykoz,Fenerbah̤e Esports,0.4258064516129033,16,350,0.3854166666666666,0.3999999999999999,0.48758049678012894,0.43333333333333346,0.375,0.3333333333333333,0.44,0.6052631578947368,0.3191489361702128,26,226,268,91,31,38,0.46041976980365595
p0wa77,Futbolist,0.4258064516129033,16,328,0.5312500000000001,0.5999999999999996,0.4903403863845448,0.45000000000000007,0.375,0.23809523809523814,0.44,0.6842105263157895,0.38297872340425526,22,217,221,86,23,37,0.4866200439255578
Matrix,Ovation eSports,0.4193548387096774,14,290,0.37499999999999994,0.4666666666666668,0.4774609015639375,0.3666666666666666,0.5,0.14285714285714288,0.36,0.42105263157894746,0.21276595744680848,23,176,211,93,14,25,0.49213923843765317
fanboy,Anorthosis Famagusta Esports,0.4193548387096774,4,83,0.4791666666666667,0.2333333333333334,0.392824287028519,0.4999999999999999,0.0,0.2857142857142857,0.48,0.3157894736842105,0.23404255319148942,20,57,61,7,7,10,0.26517444184320216
OniBy,OG,0.4193548387096774,18,394,0.5937500000000001,0.7999999999999998,0.5032198712051519,0.43333333333333346,0.5,0.23809523809523814,0.2,0.631578947368421,0.29787234042553196,22,255,246,126,28,19,0.5493059398080208
Davidp,beGenius ESC (si),0.4193548387096774,12,278,0.5729166666666666,0.7999999999999998,0.5114995400183993,0.4,0.6666666666666666,0.14285714285714288,0.32,0.3157894736842105,0.29787234042553196,24,175,171,111,15,22,0.6388898359984999
Neit,BISONS ECLUB,0.4193548387096774,11,232,0.40624999999999994,0.5333333333333332,0.44802207911683545,0.41666666666666663,0.24999999999999997,0.2857142857142857,0.32,0.5789473684210528,0.10638297872340426,21,149,174,46,18,18,0.3658686059813695
RAYZZ,Movistar Riders,0.4193548387096774,12,247,0.35416666666666674,0.3333333333333335,0.454461821527139,0.3833333333333334,0.4374999999999999,0.380952380952381,0.48,0.5,0.04255319148936171,21,154,189,71,25,29,0.4679854941765643
SoyeR,Fenerbah̤e Esports,0.4193548387096774,6,118,0.40624999999999994,0.19999999999999996,0.5105795768169274,0.45000000000000007,0.10416666666666666,0.2857142857142857,0.48,0.631578947368421,0.21276595744680848,22,78,91,15,10,14,0.2899028034380272
HearThBeaT,Angry Titans,0.41290322580645167,19,394,0.4479166666666667,0.6333333333333333,0.4811407543698254,0.41666666666666663,0.5624999999999999,0.2857142857142857,0.44,0.5263157894736842,0.44680851063829785,22,251,280,138,32,42,0.578752375682633
Pjotr,Entropiq,0.41290322580645167,17,386,0.4479166666666667,0.6666666666666665,0.455381784728611,0.41666666666666663,0.5624999999999999,0.47619047619047616,0.44,0.4736842105263157,0.19148936170212766,24,246,272,134,45,42,0.5746138545784937
ozzy,EXCEL,0.41290322580645167,29,591,0.5520833333333334,0.7999999999999998,0.46274149034038636,0.43333333333333346,0.6041666666666666,0.23809523809523814,0.28,0.4736842105263157,0.574468085106383,25,384,384,219,39,40,0.6266028339788777
UNCAGED,KTRL,0.40645161290322573,4,75,0.33333333333333337,0.3666666666666667,0.43974241030358785,0.41666666666666663,0.18749999999999997,0.14285714285714288,0.36,0.8157894736842105,0.2631366860090264,14,48,61,13,4,7,0.3264454976303318
adm1k,Anonymo Esports,0.40645161290322573,28,595,0.4791666666666667,0.5999999999999996,0.49770009199632015,0.4,0.4374999999999999,0.2857142857142857,0.32,0.4736842105263157,0.3617021276595745,29,372,401,173,46,48,0.47528774542992547
HUMANZ,Arctic Gaming,0.40645161290322573,12,275,0.5104166666666666,0.5999999999999996,0.46734130634774607,0.43333333333333346,0.5624999999999999,0.14285714285714288,0.2,0.7894736842105262,0.3617021276595745,22,180,188,95,15,14,0.5971563981042655
gosaydam,Galatasaray Esports,0.40645161290322573,18,412,0.3854166666666666,0.3333333333333335,0.47102115915363396,0.4,0.29166666666666663,0.47619047619047616,0.68,0.3421052631578947,0.08510638297872343,24,260,308,92,51,70,0.38595683982883167
ALMO,NOM eSports,0.4,23,501,0.4270833333333333,0.4666666666666668,0.49586016559337653,0.41666666666666663,0.47916666666666663,0.2857142857142857,0.44,0.5263157894736842,0.12765957446808512,24,320,365,154,41,54,0.5189999148622187
Knox,KTRL (ex),0.3935483870967741,11,226,0.1875,0.03333333333333344,0.46642134314627426,0.31666666666666665,0.2083333333333333,0.7142857142857143,0.88,0.5526315789473685,0.12765957446808512,21,132,204,40,38,49,0.2506396007213857
Zik,Alliance,0.3935483870967741,23,483,0.5416666666666666,0.5666666666666664,0.47102115915363396,0.41666666666666663,0.6666666666666666,0.23809523809523814,0.4,0.6578947368421052,0.2765957446808511,22,309,313,194,35,50,0.6572076182626357
shrew,KOI,0.3935483870967741,14,320,0.5625000000000001,0.7000000000000002,0.4415823367065319,0.4666666666666667,0.5,0.14285714285714288,0.24,0.5263157894736842,0.17021276595744683,23,213,211,103,15,19,0.5790284360189574
Jesse,Giants Gaming,0.3935483870967741,12,265,0.4270833333333333,0.5999999999999996,0.5409383624655015,0.4,0.6249999999999999,0.23809523809523814,0.36,0.6578947368421052,0.10638297872340426,20,166,189,101,18,25,0.6081015827595458
Bromas,Team Heretics,0.3935483870967741,11,246,0.4791666666666667,0.6666666666666665,0.47010119595216193,0.3833333333333334,0.5,0.09523809523809523,0.4,0.5,0.3404255319148936,23,153,164,79,9,24,0.5146225869841637
Maiko,Thunderbolts Gaming,0.3935483870967741,6,135,0.33333333333333337,0.3666666666666667,0.42962281508739664,0.4,0.24999999999999997,0.19047619047619047,0.4,0.4473684210526315,0.25531914893617025,22,85,108,27,8,14,0.3500789889415482
mkLx,Anorthosis Famagusta Esports,0.3870967741935484,4,83,0.3854166666666666,0.5999999999999996,0.5197792088316469,0.41666666666666663,0.5208333333333333,0.19047619047619047,0.4,0.7105263157894737,0.2631366860090264,19,53,63,27,5,8,0.5447381944840975
KONEQT,Sector One France,0.3870967741935484,23,521,0.4583333333333333,0.5999999999999996,0.4195032198712052,0.4,0.375,0.23809523809523814,0.28,0.5526315789473685,0.17021276595744683,29,329,360,133,36,34,0.43292610819514066
GillianH,Valar Morghulis,0.3870967741935484,14,314,0.35416666666666674,0.5333333333333332,0.49310027598896045,0.3666666666666666,0.39583333333333337,0.19047619047619047,0.28,0.5526315789473685,0.14893617021276595,20,190,234,86,20,23,0.4216500135840856
Marw0ll,Galakticos,0.3870967741935484,6,139,0.3854166666666666,0.5,0.4415823367065319,0.3833333333333334,0.5,0.2857142857142857,0.48,0.6052631578947368,0.2631366860090264,27,86,102,45,11,16,0.5136895223157968
Iroh,Galatasaray Esports,0.3870967741935484,18,412,0.3958333333333333,0.5666666666666664,0.437902483900644,0.3666666666666666,0.5416666666666666,0.2857142857142857,0.32,0.39473684210526316,0.23404255319148942,21,251,294,142,31,31,0.5302765379837114
jeyj7y,Surreal Esports,0.3870967741935484,24,528,0.4583333333333333,0.7000000000000002,0.4682612695492181,0.3666666666666666,0.6458333333333333,0.23809523809523814,0.4,0.5789473684210528,0.574468085106383,25,322,355,208,37,53,0.6026497199482984
Kryptix,MOUZ,0.38064516129032266,19,417,0.5833333333333334,0.6666666666666665,0.4636614535418584,0.41666666666666663,0.41666666666666663,0.047619047619047616,0.24,0.4736842105263157,0.25531914893617025,28,268,260,115,14,25,0.4789116574039346
ShadoW,Team Vitality,0.38064516129032266,14,297,0.5312500000000001,0.5999999999999996,0.48022079116835337,0.3666666666666666,0.45833333333333326,0.19047619047619047,0.36,0.42105263157894746,0.17021276595744683,23,182,186,89,18,28,0.47019962659773074
starkk,KOI,0.38064516129032266,14,320,0.4999999999999999,0.5999999999999996,0.43054277828886844,0.43333333333333346,0.41666666666666663,0.4285714285714286,0.32,0.6052631578947368,0.19148936170212766,25,209,219,88,34,24,0.49292061611374416
Ease,UCAM Tokiers,0.38064516129032266,14,308,0.46875000000000006,0.5666666666666664,0.42502299908003693,0.43333333333333346,0.45833333333333326,0.23809523809523814,0.32,0.6052631578947368,0.19148936170212766,22,199,217,93,23,26,0.5218194128146735
bonkar,Tundra Esports,0.37419354838709673,25,533,0.5208333333333334,0.6666666666666665,0.43974241030358785,0.3666666666666666,0.5,0.14285714285714288,0.28,0.26315789473684215,0.25531914893617025,22,326,336,173,27,38,0.5046459724531623
Nille,Tundra Esports,0.37419354838709673,25,533,0.5625000000000001,0.5,0.4609015639374425,0.43333333333333346,0.18749999999999997,0.14285714285714288,0.28,0.39473684210526316,0.10638297872340426,25,344,339,89,26,37,0.32506691089513884
FOXIE,Team Queso,0.37419354838709673,12,238,0.40624999999999994,0.4666666666666668,0.4645814167433304,0.3666666666666666,0.375,0.3333333333333333,0.44,0.5263157894736842,0.17021276595744683,17,146,170,62,21,25,0.4143534190927557
litshii,Angry Titans,0.367741935483871,19,394,0.35416666666666674,0.4666666666666668,0.44434222631094755,0.35,0.5624999999999999,0.23809523809523814,0.48,0.39473684210526316,0.5319148936170214,23,237,293,137,26,47,0.5235403084177351
Ale,KOVA Esports,0.367741935483871,16,343,0.37499999999999994,0.5333333333333332,0.4103035878564858,0.3666666666666666,0.5833333333333333,0.3333333333333333,0.44,0.39473684210526316,0.38297872340425526,24,209,252,124,30,37,0.5548754369723515
HaxZorus,SPARX ESPORTS,0.3612903225806451,14,286,0.29166666666666663,0.2999999999999998,0.4452621895124196,0.28333333333333344,0.41666666666666663,0.19047619047619047,0.28,0.5263157894736842,0.04255319148936171,17,160,212,79,17,19,0.35883074271699866
Bgg,Wave Esports,0.3548387096774194,20,424,0.5520833333333334,0.7000000000000002,0.40386384544618226,0.3666666666666666,0.5,0.23809523809523814,0.36,0.6052631578947368,0.19148936170212766,17,258,258,136,28,39,0.49454529196101216
ROUSIK,Entropiq,0.3548387096774194,17,386,0.36458333333333326,0.7000000000000002,0.4645814167433304,0.28333333333333344,0.6041666666666666,0.19047619047619047,0.36,0.4736842105263157,0.25531914893617025,20,215,261,143,24,35,0.49195786165066424
dimaxx,UCAM Tokiers,0.3548387096774194,14,308,0.30208333333333337,0.4333333333333331,0.43974241030358785,0.28333333333333344,0.375,0.23809523809523814,0.36,0.42105263157894746,0.553191489361702,18,173,229,81,22,29,0.34289407275189265
meloware,KTRL (ex),0.34838709677419366,11,226,0.37499999999999994,0.4666666666666668,0.4517019319227231,0.3666666666666666,0.27083333333333326,0.09523809523809523,0.16,0.5,0.10638297872340426,15,138,167,48,9,10,0.3404772889317619
